Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11525,Lost Dimension,PS3,2014,Role-Playing,Nippon Ichi Software,0.05,0.01,0.00,0.01,0.08
11706,Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.05,0.01,0.00,0.01,0.08
11592,Minecraft: Story Mode,PC,2015,Adventure,Mojang,0.02,0.05,0.00,0.01,0.08
11576,Sherlock Holmes: Crimes & Punishments,PS3,2014,Adventure,Focus Home Interactive,0.03,0.04,0.00,0.01,0.08
11285,MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.05,0.00,0.01,0.08
11302,Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.06,0.00,0.01,0.08
11490,Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,0.06,0.01,0.00,0.01,0.08
11514,Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,0.01,0.06,0.00,0.01,0.08
11566,Madden NFL 17,X360,2016,Sports,Electronic Arts,0.06,0.01,0.00,0.01,0.08
12007,Battleborn,PC,2016,Shooter,Take-Two Interactive,0.03,0.03,0.00,0.01,0.07
12229,Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0.00,0.06,0.00,0.01,0.07
12049,Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.04,0.02,0.00,0.01,0.07
12084,Godzilla (2014),PS3,2014,Action,Namco Bandai Games,0.00,0.01,0.06,0.00,0.07
12107,Monster High: New Ghoul in School,PS3,2015,Action,Little Orbit,0.00,0.06,0.00,0.01,0.07
11867,Just Dance: Disney Party 2,X360,2015,Action,Ubisoft,0.05,0.01,0.00,0.01,0.07
11873,Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0.00,0.06,0.00,0.01,0.07
11999,MotoGP 15,PS3,2015,Racing,Milestone S.r.l.,0.00,0.03,0.03,0.01,0.07
12014,Guilty Gear Xrd -Revelator-,PS3,2016,Fighting,PQube,0.01,0.02,0.02,0.01,0.07
12048,Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.05,0.00,0.01,0.07
11806,Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.04,0.00,0.01,0.07
11887,Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.05,0.01,0.00,0.01,0.07
12144,Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0.00,0.00,0.01,0.07
12266,The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.00,0.01,0.06
12334,Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0.00,0.06,0.00,0.01,0.06
12690,Murdered: Soul Suspect,PC,2014,Action,Square Enix,0.00,0.05,0.00,0.01,0.06
12565,Attack on Titan (KOEI),PS3,2016,Action,Tecmo Koei,0.00,0.00,0.06,0.00,0.06
12738,Samurai Warriors 4: Empires,PS3,2015,Action,Tecmo Koei,0.00,0.00,0.06,0.00,0.06
12414,Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,0.00,0.01,0.04,0.00,0.06
12490,Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.01,0.02,0.03,0.01,0.06
12633,Super Robot Wars OG: The Moon Dwellers,PS3,2016,Misc,Namco Bandai Games,0.00,0.00,0.06,0.00,0.06
12753,Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0.00,0.02,0.01,0.06
12800,Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.04,0.00,0.00,0.01,0.06
12476,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0.00,0.00,0.06,0.00,0.06
12640,Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.03,0.00,0.01,0.06
12347,Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,Focus Home Interactive,0.03,0.03,0.00,0.01,0.06
12529,Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.04,0.01,0.00,0.01,0.06
12597,Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.03,0.00,0.01,0.06
12901,Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,0.00,0.05,0.00,0.00,0.05
12940,FIFA 17,PC,2016,Sports,Electronic Arts,0.00,0.05,0.00,0.00,0.05
13025,Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.00,0.00,0.05
13046,Street Fighter V,PC,2016,Fighting,Capcom,0.00,0.05,0.00,0.00,0.05
13342,F1 2015,PC,2015,Racing,Codemasters,0.00,0.04,0.00,0.00,0.05
13438,Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0.00,0.04,0.00,0.00,0.05
13105,LEGO The Hobbit,PC,2014,Action,Warner Bros. Interactive Entertainment,0.00,0.04,0.00,0.01,0.05
12932,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0.00,0.01,0.05
13413,Arslan: The Warriors of Legend,PS3,2015,Action,Tecmo Koei,0.00,0.00,0.05,0.00,0.05
12832,NHL Legacy,X360,2015,Action,Electronic Arts,0.05,0.00,0.00,0.01,0.05
13150,Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.02,0.00,0.00,0.05
13052,Sherlock Holmes: Crimes & Punishments,PC,2014,Adventure,Focus Home Interactive,0.00,0.05,0.00,0.00,0.05
13102,Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0.03,0.00,0.01,0.05
13300,Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0.00,0.04,0.00,0.00,0.05
13338,Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,0.00,0.00,0.05,0.00,0.05
12942,Winning Post 8,PS3,2014,Racing,Tecmo Koei,0.00,0.00,0.05,0.00,0.05
13002,Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05
13234,NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.03,0.01,0.00,0.01,0.05
13301,Handball 16,PS3,2015,Sports,Bigben Interactive,0.00,0.04,0.00,0.01,0.05
13416,Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,0.00,0.00,0.05,0.00,0.05
12871,NBA 2K17,X360,2016,Sports,Take-Two Interactive,0.04,0.00,0.00,0.01,0.05
12912,Rugby 15,X360,2015,Sports,Bigben Interactive,0.00,0.05,0.00,0.00,0.05
13048,Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.03,0.00,0.00,0.05
13391,Rugby World Cup 2015,X360,2015,Sports,Ubisoft,0.00,0.04,0.00,0.00,0.05
13568,Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0.00,0.04,0.00,0.00,0.04
13838,The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0.00,0.04,0.00,0.00,0.04
13932,Train Simulator 2016,PC,2015,Simulation,Unknown,0.00,0.04,0.00,0.00,0.04
14097,Might & Magic X: Legacy,PC,2014,Role-Playing,Ubisoft,0.00,0.03,0.00,0.00,0.04
13827,Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0.00,0.00,0.04
13912,LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0.00,0.04,0.00,0.00,0.04
13622,Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,0.00,0.00,0.04,0.00,0.04
13832,BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0.00,0.00,0.04,0.00,0.04
13834,Romance of the Three Kingdoms 13,PS3,2015,Action,Tecmo Koei,0.00,0.00,0.04,0.00,0.04
13987,NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0.00,0.00,0.01,0.04
13564,Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.03,0.00,0.00,0.04
13881,Monster High: New Ghoul in School,X360,2015,Action,Little Orbit,0.00,0.04,0.00,0.00,0.04
13918,Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0.00,0.04,0.00,0.00,0.04
13526,Puyo Puyo Tetris,PS3,2014,Puzzle,Sega,0.00,0.00,0.04,0.00,0.04
13930,Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,0.00,0.00,0.04,0.00,0.04
13494,Rugby Challenge 3,PS3,2016,Sports,Alternative Software,0.00,0.04,0.00,0.01,0.04
13651,Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0.00,0.00,0.04,0.00,0.04
13791,Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0.00,0.00,0.04,0.00,0.04
13957,Ragnarok Odyssey,PS3,2014,Role-Playing,GungHo,0.03,0.01,0.00,0.01,0.04
13995,NHL 16,PS3,2015,Sports,Electronic Arts,0.00,0.03,0.00,0.01,0.04
14246,Trials Fusion,PC,2014,Racing,Ubisoft,0.00,0.03,0.00,0.00,0.03
14472,Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0.00,0.03,0.00,0.00,0.03
14533,Need for Speed (2015),PC,2016,Racing,Electronic Arts,0.00,0.03,0.00,0.00,0.03
14558,Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0.00,0.03,0.00,0.00,0.03
14669,Ride,PC,2015,Racing,Milestone S.r.l.,0.00,0.03,0.00,0.00,0.03
14758,DiRT Rally,PC,2016,Racing,Codemasters,0.00,0.03,0.00,0.00,0.03
14781,GRID Autosport,PC,2014,Racing,Codemasters,0.00,0.02,0.00,0.00,0.03
14634,The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia,0.00,0.03,0.00,0.00,0.03
14386,Hearts of Iron IV,PC,2016,Strategy,Paradox Interactive,0.00,0.03,0.00,0.00,0.03
14638,Stellaris,PC,2016,Strategy,Paradox Interactive,0.00,0.03,0.00,0.00,0.03
14766,Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0.00,0.00,0.03,0.00,0.03
14823,Steins;Gate 0,PS3,2015,Adventure,5pb,0.00,0.00,0.03,0.00,0.03
14198,Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.02,0.01,0.00,0.00,0.03
14876,Back to the Future: The Game,X360,2015,Adventure,Telltale Games,0.02,0.01,0.00,0.00,0.03
14277,Living Legends: Frozen Beauty,PC,2014,Action,Big Fish Games,0.00,0.03,0.00,0.00,0.03
14442,Transformers: Devastation,PC,2015,Action,Activision,0.00,0.03,0.00,0.00,0.03
14247,Rugby League Live 3,PS3,2015,Action,Tru Blu Entertainment,0.00,0.03,0.00,0.00,0.03
14251,Ukiyo no Shishi,PS3,2015,Action,Namco Bandai Games,0.00,0.00,0.03,0.00,0.03
14582,Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0.00,0.00,0.03,0.00,0.03
14721,Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0.00,0.00,0.03
14485,Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.02,0.00,0.00,0.03
14548,Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,Little Orbit,0.00,0.03,0.00,0.00,0.03
14621,Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment,0.00,0.03,0.00,0.00,0.03
14890,The Peanuts Movie: Snoopy's Grand Adventure,X360,2015,Action,Activision,0.00,0.02,0.00,0.00,0.03
14180,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,Tecmo Koei,0.00,0.00,0.03,0.00,0.03
14185,MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0.00,0.01,0.03
14278,Super Hero Generation,PS3,2014,Role-Playing,Namco Bandai Games,0.00,0.00,0.03,0.00,0.03
14339,Dragon's Dogma Online,PS3,2015,Role-Playing,Capcom,0.00,0.00,0.03,0.00,0.03
14347,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015,Role-Playing,Tecmo Koei,0.00,0.00,0.03,0.00,0.03
14377,JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015,Fighting,Namco Bandai Games,0.00,0.00,0.03,0.00,0.03
14378,Hajime no Ippo: The Fighting! (2014),PS3,2014,Sports,Namco Bandai Games,0.00,0.00,0.03,0.00,0.03
14402,Super Heroine Chronicle,PS3,2014,Role-Playing,Namco Bandai Games,0.00,0.00,0.03,0.00,0.03
14486,Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision,0.03,0.00,0.00,0.00,0.03
14767,Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0.00,0.00,0.00,0.03
14969,Bus Simulator 16,PC,2016,Simulation,Astragon,0.00,0.02,0.00,0.00,0.02
15141,Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0.00,0.02,0.00,0.00,0.02
15148,Sacred 3,PC,2014,Role-Playing,Deep Silver,0.00,0.02,0.00,0.00,0.02
15153,Rocket League,PC,2016,Sports,505 Games,0.01,0.01,0.00,0.00,0.02
15303,F1 2016 (Codemasters),PC,2016,Racing,Codemasters,0.00,0.02,0.00,0.00,0.02
15342,Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.00,0.02,0.00,0.00,0.02
15412,Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0.00,0.02,0.00,0.00,0.02
15418,RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0.00,0.02,0.00,0.00,0.02
15473,Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0.00,0.02,0.00,0.00,0.02
15498,Spirits and Demons: 5 Game Pack,PC,2015,Misc,Focus Multimedia,0.00,0.02,0.00,0.00,0.02
15577,7 Roses: A Darkness Rises,PC,2015,Misc,Avanquest Software,0.00,0.02,0.00,0.00,0.02
15729,Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0.00,0.02,0.00,0.00,0.02
15766,Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0.00,0.02,0.00,0.00,0.02
14980,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0.00,0.00,0.02,0.00,0.02
15900,The Sims 4: Luxury Party Stuff,PC,2015,Simulation,Electronic Arts,0.00,0.01,0.00,0.00,0.02
15926,Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0.00,0.01,0.00,0.00,0.02
15255,Date A Live: Arusu Install,PS3,2014,Adventure,Compile Heart,0.00,0.00,0.02,0.00,0.02
15425,CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,0.00,0.00,0.02,0.00,0.02
15842,Dream C Club: GoGo,PS3,2014,Adventure,D3Publisher,0.00,0.00,0.02,0.00,0.02
15982,Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,0.01,0.00,0.00,0.00,0.02
15308,Rugby League Team Manager 2015,PC,2015,Action,Alternative Software,0.00,0.02,0.00,0.00,0.02
15440,Resident Evil Zero,PC,2016,Action,Capcom,0.01,0.01,0.00,0.00,0.02
15575,The Crew: Wild Run,PC,2015,Action,Ubisoft,0.00,0.02,0.00,0.00,0.02
15642,Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0.00,0.02,0.00,0.00,0.02
15643,Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0.00,0.00,0.02
15661,Song of the Deep,PC,2016,Action,Insomniac Games,0.02,0.00,0.00,0.00,0.02
14958,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Action,Namco Bandai Games,0.00,0.02,0.00,0.00,0.02
14975,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0.00,0.00,0.02,0.00,0.02
14977,The Voice,PS3,2014,Action,Activision,0.02,0.00,0.00,0.00,0.02
15157,Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0.00,0.00,0.02,0.00,0.02
15174,Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,0.00,0.02,0.00,0.00,0.02
15271,Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,0.01,0.00,0.01,0.00,0.02
15472,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,0.00,0.00,0.02,0.00,0.02
15510,Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0.00,0.00,0.02,0.00,0.02
15534,Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0.00,0.00,0.02,0.00,0.02
15563,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0.00,0.00,0.02,0.00,0.02
15019,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0.00,0.00,0.02,0.00,0.02
15616,Toukiden 2,PS3,2016,Action,Tecmo Koei,0.00,0.00,0.02,0.00,0.02
15679,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,0.00,0.00,0.02,0.00,0.02
15714,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,0.00,0.00,0.02,0.00,0.02
15106,Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0.00,0.00,0.02,0.00,0.02
15743,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,0.00,0.00,0.02,0.00,0.02
15942,Barbie and Her Sisters Puppy Rescue,PS3,2015,Action,Namco Bandai Games,0.00,0.01,0.00,0.00,0.02
15196,Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0.00,0.00,0.02,0.00,0.02
15287,Don Bradman Cricket 14,PS3,2014,Sports,Tru Blu Entertainment,0.00,0.02,0.00,0.00,0.02
15334,The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0.00,0.00,0.02,0.00,0.02
15387,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,0.00,0.00,0.02,0.00,0.02
15569,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,0.00,0.00,0.02,0.00,0.02
15601,Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.00,0.01,0.00,0.00,0.02
15649,Tour de France 2014,PS3,2014,Sports,Focus Home Interactive,0.00,0.02,0.00,0.00,0.02
14986,Rugby Challenge 3,X360,2016,Sports,Alternative Software,0.00,0.02,0.00,0.00,0.02
15079,Ride,X360,2015,Racing,Milestone S.r.l.,0.00,0.02,0.00,0.00,0.02
15799,NHL 16,X360,2015,Sports,Electronic Arts,0.00,0.02,0.00,0.00,0.02
15807,Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.01,0.01,0.00,0.00,0.02
15812,WRC 5: FIA World Rally Championship,X360,2015,Sports,Bigben Interactive,0.00,0.02,0.00,0.00,0.02
16054,Battle Worlds: Kronos,PC,2016,Strategy,Nordic Games,0.00,0.01,0.00,0.00,0.01
16289,War for the Overworld,PC,2015,Strategy,Unknown,0.00,0.01,0.00,0.00,0.01
16364,Act of Aggression,PC,2015,Strategy,Focus Home Interactive,0.00,0.01,0.00,0.00,0.01
16477,Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0.00,0.01,0.00,0.00,0.01
16558,Codename: Panzers Complete Collection,PC,2016,Strategy,Nordic Games,0.00,0.01,0.00,0.00,0.01
16253,Strider (2014),PS3,2014,Platform,Capcom,0.00,0.00,0.01,0.00,0.01
16239,Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0.00,0.01,0.00,0.00,0.01
16419,Chaos;Child,PS3,2015,Adventure,5pb,0.00,0.00,0.01,0.00,0.01
16454,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014,Adventure,Views,0.00,0.00,0.01,0.00,0.01
16204,Adventure Time: The Secret of the Nameless,X360,2014,Adventure,Little Orbit,0.01,0.00,0.00,0.00,0.01
16247,Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0.00,0.01,0.00,0.00,0.01
16326,MXGP 2,PC,2016,Racing,Milestone S.r.l.,0.00,0.01,0.00,0.00,0.01
16347,Cities: Skylines Snowfall,PC,2016,Simulation,Paradox Development,0.00,0.01,0.00,0.00,0.01
16402,The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0.00,0.01,0.00,0.00,0.01
16462,Rugby World Cup 2015,PC,2015,Sports,Ubisoft,0.00,0.01,0.00,0.00,0.01
16112,Paranormal Pursuit: The Gifted One,PC,2015,Action,Alawar Entertainment,0.00,0.01,0.00,0.00,0.01
16277,Farming Simulator 15 Expansion Pack,PC,2015,Action,Focus Home Interactive,0.00,0.01,0.00,0.00,0.01
16366,Fallout Anthology,PC,2015,Action,Bethesda Softworks,0.00,0.01,0.00,0.00,0.01
16389,TrackMania Turbo,PC,2016,Action,Ubisoft,0.00,0.01,0.00,0.00,0.01
16409,The Amazing Spider-Man 2 (2014),PC,2014,Action,Activision,0.00,0.01,0.00,0.00,0.01
16109,Higurashi no Naku Koro ni Iki,PS3,2015,Action,Kaga Create,0.00,0.00,0.01,0.00,0.01
16218,Tsukigime Ranko's Longest Day,PS3,2014,Action,Namco Bandai Games,0.00,0.01,0.00,0.00,0.01
16039,Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus,0.00,0.00,0.01,0.00,0.01
16301,Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015,Fighting,Nitroplus,0.00,0.00,0.01,0.00,0.01
16413,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014,Fighting,Namco Bandai Games,0.00,0.00,0.01,0.00,0.01
15991,Don Bradman Cricket 14,X360,2014,Sports,Tru Blu Entertainment,0.00,0.01,0.00,0.00,0.01
16394,Handball 16,X360,2015,Sports,Bigben Interactive,0.00,0.01,0.00,0.00,0.01
16474,MotoGP 15,X360,2015,Racing,Milestone S.r.l.,0.00,0.01,0.00,0.00,0.01
16556,Bound By Flame,X360,2014,Role-Playing,N/A,0.00,0.01,0.00,0.00,0.01
